Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,EMA_5,EMA_10,Volatility_5,Volatility_10,Daily_Return,High_Low_Range,Body,Upper_Shadow,Lower_Shadow,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,Close_Lag1,Close_Lag2,Volume_Lag1,Close_Rolling_Max_10,Close_Rolling_Min_10
2025-09-25,174.48,180.26,173.125,177.69,191586733,178.674,177.035,177.76341116988095,177.07426642657856,2.8421611495480783,3.29379298411763,0.40684861840989406,7.134999999999991,3.210000000000008,2.569999999999993,1.3549999999999898,63.56470887363332,0.1136445137633757,-0.5268988076494959,174.9175,183.5139420424658,166.32105795753418,176.97,178.43,143564116.0,183.61,170.29
2025-09-26,178.17,179.77,174.93,178.19,148573732,178.978,177.072,177.9056074465873,177.27712707629155,2.6489469605864997,3.305647692460127,0.2813889357870414,4.840000000000003,0.020000000000010232,1.5800000000000125,3.2399999999999807,62.81785158277111,0.20965282465766677,-0.37958848118806343,174.8185,183.20324623788247,166.43375376211753,177.69,176.97,191586733.0,183.61,170.29
2025-09-29,180.425,184.0,180.32,181.85,193063455,178.626,177.48200000000003,179.22040496439155,178.10855851696581,1.8868704248040966,3.6367622963290116,2.053987316908912,3.680000000000007,1.424999999999983,2.1500000000000057,0.10500000000001819,63.949685534591175,0.57444961724255,-0.18878086150194073,175.202,184.14670404911845,166.25729595088154,178.19,177.69,148573732.0,183.61,170.29
2025-09-30,182.08,187.35,181.48,186.58,236981032,180.25600000000003,178.652,181.67360330959437,179.64882060479022,4.005755858761311,4.488857315620561,2.6010448171570166,5.8700000000000045,4.5,0.7699999999999818,0.6000000000000227,62.19994724347136,1.2310345730598442,0.09518222541041627,175.992,186.01785625690945,165.96614374309053,181.85,178.19,193063455.0,186.58,170.29
2025-10-01,185.24,188.14,183.9,187.24,173844901,182.31,180.347,183.52906887306293,181.0290350402829,4.501894045843454,4.169319288964743,0.3537356629863764,4.239999999999981,2.0,0.8999999999999773,1.3400000000000034,63.10856547774018,1.7840736743633272,0.4329605152009985,176.823,187.69360178453314,165.95239821546687,186.58,181.85,236981032.0,187.24,176.24
2025-10-02,189.6,191.05,188.06,188.89,136805821,184.55,181.612,185.3160459153753,182.4583013965951,4.41396080635078,4.673354255778181,0.8812219611194161,2.990000000000009,0.710000000000008,1.450000000000017,0.8299999999999841,64.04465871606189,2.3286590252493795,0.8121002172106748,177.6845,189.52039273532444,165.8486072646756,187.24,186.58,173844901.0,188.89,176.67
2025-10-03,189.19,190.36,185.38,187.62,137596896,186.436,182.707,186.0840306102502,183.39679205175963,2.698264256888285,4.6695777824838345,-0.672348986182425,4.980000000000018,1.5699999999999932,1.170000000000016,2.240000000000009,62.15217926619059,2.6274804936045655,1.175176272489453,178.7145,190.22362036512556,167.20537963487442,188.89,187.24,136805821.0,188.89,176.97
2025-10-06,185.5,187.23,183.33,185.54,157678104,187.174,182.9,185.90268707350015,183.786466224167,1.2420466979952542,4.750235081902084,-1.1086238140923244,3.8999999999999773,0.03999999999999204,1.6899999999999977,2.1699999999999875,63.3852335509794,2.6657311540697037,1.4732872488055033,179.57599999999996,190.36268262744682,168.7893173725531,187.62,188.89,137596896.0,188.89,176.97
2025-10-07,186.23,189.06,184.0,185.04,140088008,186.86599999999999,183.56099999999998,185.61512471566675,184.01438145613662,1.5730162109784165,4.513093174309606,-0.2694836692896385,5.060000000000002,1.1899999999999977,2.8300000000000125,1.039999999999992,70.64091799608173,2.6254348777495693,1.7037167745943167,180.29000000000002,190.49435407584744,170.0856459241526,185.54,187.62,157678104.0,188.89,176.97
2025-10-08,186.57,189.6,186.54,189.11,130168861,187.23999999999998,184.775,186.78008314377786,184.94085755502084,1.8770855068432413,4.162321067225186,2.1995244271509007,3.0600000000000023,2.5400000000000205,0.4899999999999807,0.030000000000001137,69.01033973412112,2.88861659997454,1.9406967396703614,180.879,191.7049374700422,170.05306252995777,185.04,185.54,140088008.0,189.11,177.69
